City,County,State,Population Count,Status,Submission Method,Contact Value,Notes,Method,Date Submitted,Status,Notes,
Citrus County,Citrus,Florida,"153,843",Denied,portal_url,https://citruscountyfl.justfoia.com/publicportal,JustFOIA portal,Manual,1/28/2026,Fee Qoute,$112.25 ,
Clay County,Clay,Florida,"219,252",Fulfilled,portal_url,https://claycountyfl-energovpub.tylerhost.net/apps/SelfService#/search,Clay County JustFOIA portal,Scraped,1/28/2026,Fulfilled,Data can be downloaded through the link,
Columbia County,Columbia,Florida,"71,686",,portal_url,publicrecords@columbiacountyfla.com,Columbia County public records form,Manual,1/28/2026,Sent,Email,
Escambia County,Escambia,Florida,"321,905",,portal_url,https://myescambia.com/service-portal/records-request,Escambia County public records request portal,Manual,1/28/2026,Fee Qoute,$67.08 ,
Fort Lauderdale,Broward,Florida,"182,760",,portal_url,https://fortlauderdalefl.justfoia.com/publicportal,JustFOIA portal,Manual,1/28/2026,Fulfilled,CLK-189-2026. Your security key is AEE9D9FF.,
Jacksonville,Duval,Florida,"949,611",,portal_url,https://jacksonvillefl.govqa.us/WEBAPP/_rs/supporthome.aspx,City of Jacksonville GovQA Public Records portal,Manual,1/28/2026,Fulfilled,R234372-012826,
Oakland Park,Broward,Florida,"44,525",,portal_url,https://oaklandparkfl.justfoia.com/publicportal,JustFOIA portal,Manual,1/28/2026,Fulfilled,89FFDEA6. request reference number is 2026-101.,
Palm Coast,Flagler,Florida,"89,415",,portal_url,https://www.palmcoast.gov/connect/createcase,Palm Coast online public records form,Manual,1/28/2026,Fulfilled,Case Number: 00342687,
Parkland,Broward,Florida,"34,929",,email,amorales@cityofparkland.org,JustFOIA portal,Manual,1/28/2026,Sent,Email,
Pembroke Pines,Broward,Florida,"171,178",,portal_url,https://pembrokepinesfl.mycusthelp.com/webapp/_rs/(S(gagyhfpzcr2rvn3ud5oqddan))/SupportHome.aspx,JustFOIA portal,Manual,1/28/2026,Fulfilled,W136741-012826,
Pensacola,Escambia,Florida,"54,207",,Email,publicrecords@cityofpensacola.com,JustFOIA public records request portal,Manual,1/28/2026,Sent,Email,
Plantation,Broward,Florida,"91,932",,portal_url,https://www.plantation.org/i-want-to/get/public-records-request,City PR request page,Manual,1/28/2026,Fulfilled,W050874-012826,
Pompano Beach,Broward,Florida,"112,046",,portal_url,https://pompanobeachfl.justfoia.com/publicportal,JustFOIA portal,Manual,1/28/2026,Fulfilled,PR-2026-261 and your security key is 86F3D57F.,
Tamarac,Broward,Florida,"71,697",,portal_url,https://tamaracfl.justfoia.com/publicportal,JustFOIA portal,Manual,1/28/2026,Sent,"PRR-101-2026, and the security key is 1A794422.",
Weston,Broward,Florida,"68,503",,webpage,https://aca-prod.accela.com/weston/Cap/CapHome.aspx?module=Enforcement&TabName=Enforcement,City Clerk PR page,Scraped,1/28/2026,Fulfilled,Email,
Plant City,Hillsborough,Florida,"39,764",Fulfilled,public_records_email,Recordrequest@plantcitygov.com,Public records request page (may block some automated browsers).,Manual,1/28/2026,Sent,Email,
Tampa,Hillsborough,Florida,"384,959",Sent,portal_url,https://aca-prod.accela.com/TAMPA/Cap/CapHome.aspx?module=Enforcement&TabName=Enforcement,City Clerk lists GovQA portal and publicrecords@tampagov.net for questions.,Scraped,1/28/2026,Fulfilled,Data can be downloaded through the link,
Temple Terrace,Hillsborough,Florida,"26,890",Denied,city_clerk_email,Legislative@templeterrace.gov,City Clerk is custodian of public records (phone 813-506-6440).,Manual,1/28/2026,Sent,Email,
Sebastian,Indian River,Florida,"25,354",,pdf_form,CityHallPublicRecordsRequest@cityofsebastian.org,City Clerk/Records custodian emails: jwilliams@cityofsebastian.org; CityHallPublicRecordsRequest@cityofsebastian.org; Records clerk ctesta@cityofsebastian.org.,Manual,1/28/2026,Sent,Email,
Hardee County,Hardee,Florida,"25,327",,public_records_email,holly.smith@hardeecounty.net,Hardee County BOCC public records requests: submit to Holly Smith.,Manual,1/28/2026,Fulfilled,Email,
Hendry County,Hendry,Florida,"42,022",,public_records_email,emily.hunter@hendryfla.net,Public Records request contact: Emily Hunter.,Manual,1/28/2026,Sent,Email,
Hernando County,Hernando County,Florida,"194,515",Pending Clarification,portal_url,https://hernandocountyfl.nextrequest.com/requests/new,Hernando County Public Records Portal (NextRequest).,Manual,1/28/2026,Fulfilled,Request 26-232,
Highlands County,Highlands County,Florida,"101,235",Sent,portal_url,https://highlandsfl.justfoia.com/publicportal/home/newrequest,Highlands County BOCC Records Management Liaison directs requests to JustFOIA portal.,Manual,1/28/2026,Fulfilled,PRR-2026-33. Security Key is EF6FC2B6.,
Hillsborough County,Hillsborough County,Florida,"1,471,968",Sent,portal_url,https://aca-prod.accela.com/HCFL/Cap/CapHome.aspx?module=Enforcement&TabName=Enforcement,Use Clerk's JustFOIA portal for written requests; county page directs certain records to the Clerk.,Scraped,1/28/2026,Fulfilled,PRR-2026-84 and your Security Key is 2B45ED32.,
Indian River County,Indian River County,Florida,"159,788",,portal_url,https://indianriver.justfoia.com/publicportal/,Indian River County records requests (JustFOIA portal). Clerk email alternative: clerk@indianriverclerk.com.,Manual,1/28/2026,Fulfilled,PRR-2026-280 and your security key is D7ADEABA.,
Jackson County,Jackson County,Florida,"47,319",,public_records_email,publicrecordsrequest@jacksoncountyfl.gov,Jackson County BOCC public records requests email.,Manual,1/28/2026,Sent,Email,
Clermont,Lake,Florida,"43,021",,portal,https://clermontfl.justfoia.com/publicportal,City of Clermont City Clerk JustFOIA portal (Public Records Requests),Manual,1/28/2026,Fulfilled,2026-173.,
Bonita Springs,Lee,Florida,"53,644",,email,PRRCustodian@leegov.com,City Clerk Public Records email (Public Record Requests page),Manual,1/28/2026,Sent,Email,
Cape Coral,Lee,Florida,"194,016",,portal,https://u8387795.ct.sendgrid.net/ls/click?upn=u001.PYICgxP3kfgZjR-2B4e9nPlLFCrsxI85zVBgntP3yRKJaHqh3ayxZ5Hm1I5-2By94XcbVgM6nmSSVvwztfjE6gdgP8rdZdj-2BVnZ-2FsRC4XGqwz98jx2L7QdF5Gx4NqZLmryQMeoPk2rG0dSzjKe4MbI4j2lv8YRco2cSBo8x22SIIOCes5L8qbPfszchXPxzmGY73mAgw9wTE09mmn7Bp2w0GGQueQ5jlFI8HY6ufW-2BtZIUhANQrFiEVo803RReEBviH0MbG0_yVemZw-2BNMDhMo3R4PecJCt7o6s-2B9-2FY3kNY9cjLI-2BFIK3IkbNFzD5Xe8u48SWVl97Z-2Fg6UbSc8FUkCD1ZuPWRvnEfiovLnCqU1RbaYSZRsFX2HmNhrZ84NAprK5ngJCvj21mIjkbMY0e6kZ1-2Fy5xJ25KfMcGzxyJwnsyig1MDw8Ac4wNvEs-2B2H-2B4NVeSK9KHEaMPlkMShYcobhkhf30ew77Vb6CSudc6sJb9BKDZeW0ryYj8WnMWTZAZTnC9NWhNoyPvM-2FqlZpv4Us-2FArslQsS7jKlHuFq75Dq8-2BmqFpoSp-2ByciMaMKW1hXwtSKIrTpAM9-2BSyIJoyINQiebRwv-2F6hxPOShVACTfaqJMYYr8Lw-2BXVS8xq5KVncDAmHVfAi-2BF16,City of Cape Coral Public Records Request portal (MyCustHelp),Scraped,1/28/2026,Sent,R107466-012826,
Estero,Lee,Florida,"36,939",,portal,https://estero-fl.gov/departments-services/clerk-of-the-village/public-records/,Village of Estero Public Records Request web form,Manual,1/28/2026,Sent,CustomPortal,
Fort Myers,Lee,Florida,"86,395",,portal,https://fortmyers.mycusthelp.com/WEBAPP/_rs/(S(i3l2kqmx2b4xegqrgrf02tie))/SupportHome.aspx?sSessionID=745175250WRTCEGOIVMNBUYGPVNDDCMNMXXTFUYF&lp=1,City of Fort Myers Public Records System portal (MyCustHelp),Manual,1/28/2026,Fulfilled,W031007-012826,
Lee County,Lee,Florida,"760,822",,email,https://leecountyfl.mycusthelp.com/webapp/_rs/(S(5vjpsx30e1sypwf4kavgxllf))/supporthome.aspx,Lee County Custodian of Public Records email,Manual,1/28/2026,Fulfilled,W043713-012826,
Tallahassee,Leon,Florida,"196,169",,portal_url,https://www.talgov.com/growth/gm_records,City Growth Management records request form (building construction / land use docs). Population >25k.,Manual,1/28/2026,Fulfilled,CustomPortal,
Leon County,Leon County,Florida,"292,198",Sent,public_records_email,https://aca3.accela.com/LEONCO/Cap/CapHome.aspx?module=CodeCompliance&TabName=CodeCompliance&TabList=Home%7C0%7CBuilding%7C1%7CDevelopmentSvc%7C2%7CEnvManagement%7C3%7CPublicWorks%7C4%7CCodeCompliance%7C5%7CCurrentTabIndex%7C5,For properties outside City of Tallahassee limits (Leon County DSEM Records).,Scraped,1/28/2026,Fulfilled,Email,
Levy County,Levy,Florida,"42,915",,portal_url,https://levycountyfl.nextrequest.com/requests/new,Official Levy County BOCC NextRequest portal.,Manual,1/28/2026,Fulfilled,Request 26-160,
Manatee County,Manatee,Florida,"399,710",,portal_url,https://www.mymanatee.org/services-and-amenities/service-listing/service-details/request-a-public-record,County public records online request form.,Manual,1/28/2026,Fulfilled,PR2026-172 and your security key is 32371587.,
Bradenton,Manatee,Florida,"55,698",,portal_url,https://cityofbradenton.com/publicrecords,City public records request portal. Population >25k.,Manual,1/28/2026,Fulfilled,C001470-012826,
Ocala,Marion,Florida,"63,591",,portal_url,https://ocalafl.justfoia.com/publicportal,City of Ocala JustFOIA portal. Population >25k.,Manual,1/28/2026,Fulfilled,4C8B424A. request reference number is PRR-81-2026.,
Marion County,Marion,Florida,"375,908",,public_records_email,PublicRecords@MarionFL.org,Marion County public records email.,Manual,1/28/2026,Fulfilled,R013391-012826,
Martin County,Martin,Florida,"158,431",,public_records_email,public_records@martin.fl.us,Martin County public records email.,Manual,1/28/2026,Fee Qoute,$15.00 ,
Miami-Dade County,Miami-Dade,Florida,"2,701,767",,portal_url,https://www.miamidade.gov/global/publicrecords/search.page,Miami-Dade County public records request portal.,Manual,1/28/2026,Denied,They don't have a tracking sheet to send,
Aventura,Miami-Dade,Florida,"38,434",,portal_url,https://aventurafl.justfoia.com/publicportal,City of Aventura JustFOIA portal. Population >25k.,Manual,1/28/2026,Fulfilled,CD-2026-49. Security Key is: 86709CEC.,
Coral Gables,Miami-Dade,Florida,"49,248",,portal_url,https://coralgablesfl.justfoia.com/publicportal,JustFOIA portal (New Request),Manual,1/28/2026,Sent,PRR-2026-286.,
Doral,Miami-Dade,Florida,"75,874",,portal_url,https://www.cityofdoral.com/Online-Services/Submit-Public-Records-Request,City public records request system,Manual,1/28/2026,Fulfilled,R002473-012826,
Hialeah,Miami-Dade,Florida,"223,109",,portal_url,https://cityofhialeahfl.nextrequest.com,NextRequest portal,Manual,1/28/2026,Fulfilled,Request 26-1100,
Homestead,Miami-Dade,Florida,"80,737",,portal_url,https://homesteadfl.justfoia.com/publicportal,JustFOIA portal,Manual,1/28/2026,Sent,A0ACC2E3. request reference number is PRR-2026-90.,
Miami,Miami-Dade,Florida,"442,241",,portal_url,https://miami.nextrequest.com/requests/new,NextRequest direct submit,Manual,1/28/2026,Fulfilled,Request 26-513,
Miami Beach,Miami-Dade,Florida,"82,890",,portal_url,https://miamibeachfl.justfoia.com/publicportal/home/newrequest,JustFOIA direct submit,Manual,1/28/2026,Sent,PRR-2026-304 and your security key is 6D0853EA,
Miami Gardens,Miami-Dade,Florida,"111,640",,portal_url,https://miamigardensfl.justfoia.com/publicportal,JustFOIA portal,Manual,1/28/2026,Sent,F0329720. request reference number is PRR-72-2026.,
Miami Lakes,Miami-Dade,Florida,"30,467",,email,inguanzog@miamilakes-fl.gov,Town Clerk / Records Custodian,Manual,1/28/2026,Sent,Email,
North Miami,Miami-Dade,Florida,"60,191",,portal_url,https://northmiamifl.justfoia.com/publicportal/home/newrequest,JustFOIA direct submit,Manual,1/28/2026,Fulfilled,12195,
North Miami Beach,Miami-Dade,Florida,"43,676",,portal_url,https://northmiamibeachfl.justfoia.com/publicportal,JustFOIA portal,Manual,1/28/2026,Sent,PRR-2026-178.,
Key West,Monroe,Florida,"26,444",,portal_url,https://prr-keywestfl.mycusthelp.com/WEBAPP/_rs/(S(fstce5pe5hl1ssqdytbqefhz))/supporthome.aspx?sSessionID=11220817320KNTQUSNYPRDQTGHVICNODRLLITJZY&lp=2,City request portal,Manual,1/28/2026,Fulfilled,W025776-012826,
Nassau County,Nassau County,Florida,"90,352",,Portal,https://nassaucountyfl.justfoia.com/publicportal,Official county JustFOIA portal,Manual,1/28/2026,Fulfilled,PRR-2026-384 and your security key is 1FAB58E7.,
Okaloosa County,Okaloosa County,Florida,"211,668",,Records Email,https://energovweb.myokaloosa.com/energov_prod/selfservice/#/search,Records custodian email,Scraped,1/28/2026,Fulfilled,Email,
Apopka,Orange County,Florida,"54,873",,Portal,https://www.apopka.gov/191/Public-Records,City public records request page,Manual,1/28/2026,Fulfilled,Request 26-440,
Okeechobee County,Okeechobee County,Florida,"39,644",,Portal,https://okeechobeecountyfl.justfoia.com/publicportal/home/newrequest,County JustFOIA portal,Manual,1/28/2026,Sent,3F61811C. request reference number is PRR-Code--3-2026.,
Ocoee,Orange,Florida,"47,295",,Portal (NextRequest),https://cityofocoeefl.nextrequest.com/,"2020 pop 47,295 (>=25k)",Manual,1/28/2026,Sent,Request 26-77,
Orlando,Orange,Florida,"307,573",,Portal (NextRequest),https://orlando.nextrequest.com/,Duplicate removed,Manual,1/28/2026,Fulfilled,Request 26-2250,
Winter Garden,Orange,Florida,"46,964",,PDF Form + City Clerk Email,https://www.cwgdn.com/DocumentCenter/View/64/Public-Records-Request-PDF,City clerk email on form,PDF Form,1/28/2026,Fulfilled,PDF + Email,
Winter Park,Orange,Florida,"29,795",,Portal (NextRequest),https://cityofwinterparkfl.nextrequest.com/,NextRequest Portal,Manual,1/28/2026,Fulfilled,Request 26-182,
Ormond Beach,Volusia,Florida,"43,080",,Portal (JustFOIA),https://ormondbeachfl.justfoia.com/publicportal,JustFOIA Portal,Manual,1/28/2026,Fee Qoute,$33.13 ,
St. Cloud,Osceola,Florida,"54,651",,Portal (JustFOIA),https://stcloudfl.justfoia.com/publicportal,JustFOIA Portal,Manual,1/28/2026,Fulfilled,203ED434. request reference number is PR-2026-63.,
Osceola County,Osceola,Florida,"388,656",Fulfilled,Portal (JustFOIA),https://osceola.justfoia.com/publicportal,County level,Manual,1/28/2026,Sent,BOCC-2026-197. Security Key is: 84440D0F.,
Boca Raton,Palm Beach,Florida,"97,422",,Portal (JustFOIA),https://bocaratonfl.justfoia.com/publicportal,JustFOIA Portal,Manual,1/28/2026,Fulfilled,9A68177F. request reference number is 2026-1440.,
Boynton Beach,Palm Beach,Florida,"80,380",,Portal (GovQA),https://www.sagesgov.com/Home/,GovQA Portal,Scraped,1/28/2026,Fulfilled,R054437-012826,
Delray Beach,Palm Beach,Florida,"66,846",,Portal (GovQA),https://delraybeach.govqa.us/WEBAPP/_rs/supporthome.aspx,GovQA Portal,Manual,1/28/2026,Fulfilled,R019064-012826,
Greenacres,Palm Beach,Florida,"43,990",,Online Form,https://form.jotform.com/230106864835051,Form Online,Manual,1/28/2026,Sent,CustomPortal,
Jupiter,Palm Beach,Florida,"61,047",,Portal (JustFOIA),https://jupiterfl.justfoia.com/publicportal,JustFOIA Portal,Manual,1/28/2026,Sent,TOJ-2026-45. Security Key is: 10C780CA.,
Palm Beach Gardens,Palm Beach,Florida,"59,182",,portal,https://palmbeachgardensfl.justfoia.com/publicportal,Population >25k. JustFOIA portal for City public records requests.,Manual,1/28/2026,Fulfilled,653F2B7A. request reference number is PBGOC-2026-147.,
Palm Springs,Palm Beach,Florida,"26,890",,portal,https://vpsfl.justfoia.com/publicportal,Population >25k. Village of Palm Springs JustFOIA portal.,Manual,1/28/2026,Sent,RR-2026-33. Security Key is: 1003C0DA.,
Riviera Beach,Palm Beach,Florida,"35,130",,email,cityclerk@rivierabeach.org,Population >25k. City Clerk accepts public records requests by email.,Manual,1/28/2026,Sent,Email,
Royal Palm Beach,Palm Beach,Florida,"38,932",,email,Ddisanto@royalpalmbeachfl.gov,Population >25k. Village Clerk email for public records requests.,Manual,1/28/2026,Sent,Email,
Wellington,Palm Beach,Florida,"61,637",,email,https://www.wellingtonfl.gov/FormCenter/Public-Information-Request-Form-4/Public-Information-Request-Form-46,Population >25k. Village Clerk / Records Custodian email.,Manual,1/28/2026,Fulfilled,Form Center,
West Palm Beach,Palm Beach,Florida,"117,415",,portal,https://westpalmbeachfl.govqa.us/WEBAPP/_rs/supporthome.aspx,Population >25k. GovQA Public Records Center portal.,Manual,1/28/2026,Fulfilled,R091680-012826,
Palm Beach County,Palm Beach,Florida,"1,492,191",,email,recordsrequest@pbc.gov,County-level public records email (BCC/Public Affairs).,Manual,1/28/2026,Sent,Request 26-129,
Clearwater,Pinellas,Florida,"117,292",,Portal URL,https://clearwaterfl.justfoia.com/publicportal,"Pop 117,292 (2020). JustFOIA portal.",Manual,1/28/2026,Fulfilled,PRR-2026-136 and your security key is F25F0115.,
Dunedin,Pinellas,Florida,"36,068",,Email,publicrecords@dunedin.gov,"Pop 36,068 (2020). City Clerk email (records custodian).",Manual,1/28/2026,Sent,Email,
Largo,Pinellas,Florida,"84,500",,Portal URL,https://largofl.justfoia.com/publicportal,"Pop 82,485 (2020). JustFOIA portal.",Manual,1/28/2026,Fulfilled,3EB06B5A. request reference number is CDR2026-6.,
Pinellas Park,Pinellas,Florida,"53,093",,Email,CityClerk@pinellas-park.com,"Pop 53,093 (2020). City Clerk email.",Manual,1/28/2026,Fulfilled,Email,
St. Petersburg,Pinellas,Florida,"258,308",,Email,Chandrahasa.Srinivasa@StPete.org,"Pop 258,308 (2020). City Clerk email.",Manual,1/28/2026,Fulfilled,Email,
Tarpon Springs,Pinellas,Florida,"25,117",,PDF Form with Portal URL,https://www.ctsfl.us/DocumentCenter/View/1287/Records-Request-Form-PDF,"Pop 25,117 (2020). Records request form PDF.",Manual,1/28/2026,Fulfilled,PDF + Email,
Haines City,Polk,Florida,"26,669",,Portal URL,https://hainescityfl.justfoia.com/publicportal,"Pop 26,669 (2020). JustFOIA portal.",Manual,1/28/2026,Sent,PR-2026-110. Security Key is: 753557D6.,
Pinellas County,Pinellas,Florida,"959,107",,Portal URL,https://pinellas.gov/public-information-request-form/,County public records request form.,Manual,1/28/2026,Fulfilled,R022255-012826,
Polk County,Polk,Florida,"724,777",,Portal URL,https://polkcountyfl.govqa.us/WEBAPP/_rs/SupportHome.aspx,County Public Records Center (GovQA).,Manual,1/28/2026,Fulfilled,J015282-012826,
Lakeland,Polk,Florida,"112,641",,email,christina.camp@lakelandgov.net,City Clerk contact for public records (no online PRR portal found).,Manual,1/28/2026,Sent,Email,
Winter Haven,Polk,Florida,"49,219",,portal_url,https://winterhavenfl.justfoia.com/publicportal,JustFOIA portal (use Ã¢â‚¬Å“New RequestÃ¢â‚¬Â).,Manual,1/28/2026,Fulfilled,CFEC5D64. request reference number is PRR-79-2026.,
