County,City,State,Population,Status,Submission Method,Contact Value,Notes,Method,Date,Status,Notes,
Pineville,Izard,Arkansas,238,,email,https://www.cityofozarkar.com/o/city-of-ozark/page/city-hall,No verified city PRR portal found; submit to Izard County Clerk (FOIA custodian) as fallback.,Manual,2/5/2026,Sent,,
Amagon,Jackson,Arkansas,78,,email,franklinclerk@arkansasclerks.com,No verified city PRR portal found; submit to Jackson County Clerk (FOIA custodian) as fallback.,Manual,2/5/2026,Sent,jacksonclerk@arkansasclerks.com,
Beedeville,Jackson,Arkansas,89,,email,fultonclerk@arkansasclerks.com,No verified city PRR portal found; submit to Jackson County Clerk (FOIA custodian) as fallback.,Manual,2/5/2026,Sent,,
Jacksonport,Jackson,Arkansas,228,,email,fultonclerk@arkansasclerks.com,No verified city PRR portal found; submit to Jackson County Clerk (FOIA custodian) as fallback.,Manual,2/5/2026,Sent,,
Newport,Jackson,Arkansas,7879,,email,fultonclerk@arkansasclerks.com,No verified city PRR portal found; submit to Jackson County Clerk (FOIA custodian) as fallback.,Manual,2/5/2026,Sent,,
Swifton,Jackson,Arkansas,663,,email,fultonclerk@arkansasclerks.com,No verified city PRR portal found; submit to Jackson County Clerk (FOIA custodian) as fallback.,Manual,2/5/2026,Sent,,
Tuckerman,Jackson,Arkansas,1782,,email,fultonclerk@arkansasclerks.com,No verified city PRR portal found; submit to Jackson County Clerk (FOIA custodian) as fallback.,Manual,2/5/2026,Sent,,
Tupelo,Jackson,Arkansas,180,,email,https://garlandcountyarkansas.nextrequest.com/requests/new,No verified city PRR portal found; submit to Jackson County Clerk (FOIA custodian) as fallback.,Manual,2/5/2026,Sent,,
Altheimer,Jefferson,Arkansas,696,,email,soontobe@mountainpinear.com,No verified city PRR portal found; submit to Jefferson County Clerk (FOIA custodian) as fallback.,Manual,2/5/2026,Sent,,
Pine Bluff,Jefferson,Arkansas,41253,,portal,https://garlandcountyarkansas.nextrequest.com/requests/new,Use city Information Request Form (portal). City Clerk email: jroberts@cityofpinebluff-ar.gov,Manual,2/5/2026,Sent,Submitted(CustomPortal),
Redfield,Jefferson,Arkansas,1549,,email,grantclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Jefferson County Clerk.,Manual,2/5/2026,Sent,jeffersonclerk@arkansasclerks.com,
Sherrill,Jefferson,Arkansas,122,,email,grantclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Jefferson County Clerk.,Manual,2/5/2026,Sent,,
Wabbaseka,Jefferson,Arkansas,453,,email,grantclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Jefferson County Clerk.,Manual,2/5/2026,Sent,,
Jefferson County,Jefferson,Arkansas,67260,,email,sheridancityhall@windstream.net,County Clerk FOIA intake.,Manual,2/5/2026,Sent,,
Clarksville,Johnson,Arkansas,9381,,email,grantclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Johnson County Clerk.,Manual,2/5/2026,Sent,johnsonclerk@arkansasclerks.com,
Coal Hill,Johnson,Arkansas,1044,,email,grantclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Johnson County Clerk.,Manual,2/5/2026,Sent,,
Hartman,Johnson,Arkansas,516,,email,greeneclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Johnson County Clerk.,Manual,2/5/2026,Sent,,
Lamar,Johnson,Arkansas,1719,,email,greeneclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Johnson County Clerk.,Manual,2/5/2026,Sent,,
Bradley,Lafayette,Arkansas,405,,email,greeneclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lafayette County Clerk.,Manual,2/5/2026,Sent,lafayetteclerk@arkansasclerks.com,
Buckner,Lafayette,Arkansas,170,,email,greeneclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lafayette County Clerk.,Manual,2/5/2026,Sent,,
Lewisville,Lafayette,Arkansas,915,,email,greeneclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lafayette County Clerk.,Manual,2/5/2026,Sent,,
Stamps,Lafayette,Arkansas,1507,,email,greeneclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lafayette County Clerk.,Manual,2/5/2026,Sent,,
Alicia,Lawrence,Arkansas,143,,email,hempsteadclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,lawrenceclerk@arkansasclerks.com,
Black Rock,Lawrence,Arkansas,590,,email,hempsteadclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
College City,Lawrence,Arkansas,469,,email,hempsteadclerk@arkansasclerks.com,Former town consolidated into Walnut Ridge (2017). Submit to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
Hoxie,Lawrence,Arkansas,2598,,email,hempsteadclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
Imboden,Lawrence,Arkansas,640,,email,hempsteadclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
Lynn,Lawrence,Arkansas,258,,email,hempsteadclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
Minturn,Lawrence,Arkansas,87,,email,hempsteadclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
Oakhaven,Lawrence,Arkansas,65,,email,hempsteadclerk@arkansasclerks.com,Verify jurisdiction; defaulting to Lawrence County Clerk per provided list.,Manual,2/5/2026,Sent,,
Portia,Lawrence,Arkansas,424,,email,hotspringclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
Powhatan,Lawrence,Arkansas,104,,email,hotspringclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
Ravenden,Lawrence,Arkansas,426,,email,ktaber@malvernar.gov,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
Sedgwick,Lawrence,Arkansas,163,,email,hotspringclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
Smithville,Lawrence,Arkansas,87,,email,hotspringclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
Strawberry,Lawrence,Arkansas,268,,email,howardclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
Walnut Ridge,Lawrence,Arkansas,5384,,email,howardclerk@arkansasclerks.com,No verified city public-records portal found; submit FOIA request to Lawrence County Clerk.,Manual,2/5/2026,Sent,,
Anthonyville,Lee,Arkansas,135,,email,cityclerk@nashar.org,Verify county; often listed in Crittenden County. Defaulting to Lee County Clerk.,Manual,2/5/2026,Sent,leeclerk@arkansasclerks.com,
Aubrey,Lee,Arkansas,124,,email,howardclerk@arkansasclerks.com,No verified town public-records portal found; submit FOIA request to Lee County Clerk.,Manual,2/5/2026,Sent,,
LaGrange,Lee,Arkansas,52,,email,cityclerk@cityofbatesville.com,No verified town public-records portal found; submit FOIA request to Lee County Clerk.,Manual,2/5/2026,Sent,,
Marianna,Lee,Arkansas,3575,,email,independenceclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Lee County Clerk.,Manual,2/5/2026,Sent,,
Moro,Lee,Arkansas,179,,email,independenceclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Lee County Clerk.,Manual,2/5/2026,Sent,,
Rondo,Lee,Arkansas,162,,email,independenceclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Lee County Clerk.,Manual,2/5/2026,Sent,,
Gould,Lincoln,Arkansas,663,,email,independenceclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Lincoln County Clerk.,Manual,,Sent,lincolnclerk@arkansasclerks.com,
Grady,Lincoln,Arkansas,305,,email,independenceclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Lincoln County Clerk.,Manual,,Sent,,
Star City,Lincoln,Arkansas,2173,,email,izardclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Lincoln County Clerk.,Manual,,Sent,,
Ashdown,Little River,Arkansas,4261,,email,izardclerk@arkansasclerks.com,City Clerk email (use for FOIA/public records request).,Manual,,Sent,rstevens@ashdownar.com,
Foreman,Little River,Arkansas,977,,email,izardclerk@arkansasclerks.com,City Hall email (public records/FOIA requests).,Manual,,Sent,foreman@foremanar.com,
Ogden,Little River,Arkansas,131,,email,izardclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Little River County Clerk.,Manual,,Sent,dsivley@lrcounty.com,
Wilton,Little River,Arkansas,287,,email,izardclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Little River County Clerk.,Manual,,Sent,,
Winthrop,Little River,Arkansas,116,,email,izardclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Little River County Clerk.,Manual,,Sent,,
Booneville,Logan,Arkansas,3809,,email,jacksonclerk@arkansasclerks.com,Use City Hall/Contact email for FOIA/public records request.,Manual,,Sent,cityofbnvl@gmail.com,
Caulksville,Logan,Arkansas,154,,email,jacksonclerk@arkansasclerks.com,Town PRR portal/email not foundâ€”submit Arkansas FOIA request to Logan County Clerk.,Manual,,Sent,loganclerk@arkansasclerks.com,
Magazine,Logan,Arkansas,740,,email,jacksonclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Logan County Clerk.,Manual,,Sent,,
Morrison Bluff,Logan,Arkansas,78,,email,jacksonclerk@arkansasclerks.com,Town PRR portal/email not foundâ€”submit Arkansas FOIA request to Logan County Clerk.,Manual,,Sent,,
Paris,Logan,Arkansas,3176,Sent,email,jacksonclerk@arkansasclerks.com,City Clerk email for FOIA/public records request.,Manual,,Sent,cityclerk@paris-ar.us,
Ratcliff,Logan,Arkansas,167,,email,jacksonclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Logan County Clerk.,Manual,,Sent,loganclerk@arkansasclerks.com,
Scranton,Logan,Arkansas,245,,email,jacksonclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Logan County Clerk.,Manual,,Sent,,
Subiaco,Logan,Arkansas,401,,email,jeffersonclerk@arkansasclerks.com,Town PRR portal/email not foundâ€”submit Arkansas FOIA request to Logan County Clerk.,Manual,,Sent,,
Austin,Lonoke,Arkansas,3460,,email,https://www.cityofpinebluff-ar.gov/information-request-form,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Lonoke County Clerk.,Manual,,Sent,lonokeclerk@arkansasclerks.com,
Cabot,Lonoke,Arkansas,26569,,email,jeffersonclerk@arkansasclerks.com,City FOIA email (direct public records request contact).,Manual,,Sent,selliott@cabotar.gov,
Carlisle,Lonoke,Arkansas,2033,,email,jeffersonclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Lonoke County Clerk.,Manual,,Sent,lonokeclerk@arkansasclerks.com,
Coy,Lonoke,Arkansas,87,,email,jeffersonclerk@arkansasclerks.com,Town PRR portal/email not foundâ€”submit Arkansas FOIA request to Lonoke County Clerk.,Manual,,Sent,,
England,Lonoke,Arkansas,2477,,email,jeffersonclerk@arkansasclerks.com,Mayor email listed (no City Clerk PRR email found).,Manual,,Sent,bhouse@cityofengland.org,
Humnoke,Lonoke,Arkansas,219,,email,johnsonclerk@arkansasclerks.com,City PRR portal/email not foundâ€”submit Arkansas FOIA request to Lonoke County Clerk.,Manual,,Sent,lonokeclerk@arkansasclerks.com,
Keo,Lonoke,Arkansas,216,,portal,johnsonclerk@arkansasclerks.com,Use website contact form to submit FOIA/public records request.,Manual,,Sent,,
Lonoke,Lonoke,Arkansas,4276,,email,johnsonclerk@arkansasclerks.com,City Clerk email for FOIA/public records request.,Manual,,Sent,lonokecityclerk@lonoke.com,
Ward,Lonoke,Arkansas,6052,,portal,johnsonclerk@arkansasclerks.com,Use site contact form; select FOIA Request.,Manual,,Sent,Submitted(CustomPortal),
Lonoke County,Lonoke,Arkansas,74015,,email,lafayetteclerk@arkansasclerks.com,County Clerk email (fallback).,Manual,,Sent,lonokeclerk@arkansasclerks.com,
Hindsville,Madison,Arkansas,311,,email,lafayetteclerk@arkansasclerks.com,Town PRR portal/email not foundâ€”submit Arkansas FOIA request to Madison County Clerk.,Manual,,Sent,madisonclerk@arkansasclerks.com,
Huntsville,Madison,Arkansas,2545,,email,lafayetteclerk@arkansasclerks.com,No verified city public-records portal found; submit Arkansas FOIA request to Madison County Clerk,Manual,,Sent,,
St. Paul,Madison,Arkansas,107,,email,lafayetteclerk@arkansasclerks.com,No verified city public-records portal found; submit Arkansas FOIA request to Madison County Clerk,Manual,,Sent,,
Wesley,Madison,Arkansas,491,,email,lawrenceclerk@arkansasclerks.com,No verified city public-records portal found; submit Arkansas FOIA request to Madison County Clerk,Manual,,Sent,,
Madison County,Madison,Arkansas,16521,,email,lawrenceclerk@arkansasclerks.com,Madison County Clerk contact,Manual,,Sent,,
Bull Shoals,Marion,Arkansas,1952,,email,lawrenceclerk@arkansasclerks.com,Marion County FOIA email,Manual,,Sent,FOIA@marioncountyar.gov,
Flippin,Marion,Arkansas,1355,,email,lawrenceclerk@arkansasclerks.com,Marion County FOIA email,Manual,,Sent,,
Pyatt,Marion,Arkansas,221,,email,lawrenceclerk@arkansasclerks.com,Marion County FOIA email,Manual,,Sent,,
Summit,Marion,Arkansas,544,,email,lawrenceclerk@arkansasclerks.com,Marion County FOIA email,Manual,,Sent,,
Yellville,Marion,Arkansas,1173,,email,lawrenceclerk@arkansasclerks.com,Marion County FOIA email,Manual,,Sent,,
Marion County,Marion,Arkansas,16826,,email,lawrenceclerk@arkansasclerks.com,Marion County FOIA email,Manual,,Sent,,
Fouke,Miller,Arkansas,808,,email,lawrenceclerk@arkansasclerks.com,Submit to Miller County Clerk,Manual,,Sent,millerclerk@arkansasclerks.com,
Garland,Miller,Arkansas,195,,email,lawrenceclerk@arkansasclerks.com,Submit to Miller County Clerk,Manual,,Sent,,
Texarkana,Miller,Arkansas,29387,,portal,lawrenceclerk@arkansasclerks.com,City FOIA Request Form,Manual,,Sent,Submitted(CustomPortal),
Miller County,Miller,Arkansas,42600,,email,lawrenceclerk@arkansasclerks.com,Miller County Clerk,Manual,,Sent,millerclerk@arkansasclerks.com,
Bassett,Mississippi,Arkansas,124,,email,lawrenceclerk@arkansasclerks.com,Submit to Mississippi County Clerk,Manual,,Sent,mississippiclerk@arkansasclerks.com,
Blytheville,Mississippi,Arkansas,13406,,portal,lawrenceclerk@arkansasclerks.com,City FOIA Request Form,Manual,,Sent,code_enforcement@blythevillepd.org,
Dell,Mississippi,Arkansas,194,,email,lawrenceclerk@arkansasclerks.com,Submit to Mississippi County Clerk,Manual,,Sent,mississippiclerk@arkansasclerks.com,
Dyess,Mississippi,Arkansas,339,,email,leeclerk@arkansasclerks.com,Submit to Mississippi County Clerk,Manual,,Sent,,
Etowah,Mississippi,Arkansas,254,,email,leeclerk@arkansasclerks.com,Submit to Mississippi County Clerk,Manual,,Sent,,
Gosnell,Mississippi,Arkansas,2910,,email,leeclerk@arkansasclerks.com,Submit to Mississippi County Clerk,Manual,,Sent,,
Joiner,Mississippi,Arkansas,498,,email,leeclerk@arkansasclerks.com,Submit to Mississippi County Clerk,Manual,,Sent,,
Keiser,Mississippi,Arkansas,751,,email,leeclerk@arkansasclerks.com,Submit to Mississippi County Clerk,Manual,,Sent,,
Leachville,Mississippi,Arkansas,2039,,email,leeclerk@arkansasclerks.com,Submit to Mississippi County Clerk,Manual,,Sent,,
Luxora,Mississippi,Arkansas,942,,email,lincolnclerk@arkansasclerks.com,Submit to Mississippi County Clerk,Manual,,Sent,,
Manila,Mississippi,Arkansas,3682,,email,lincolnclerk@arkansasclerks.com,Submit to Mississippi County Clerk,Manual,,Sent,,
Marie,Mississippi,Arkansas,108,,email,lincolnclerk@arkansasclerks.com,Submit to Mississippi County Clerk,Manual,,Sent,,
Osceola,Mississippi,Arkansas,6976,,email,rstevens@ashdownar.com,Submit to Mississippi County Clerk,Manual,,Sent,,
Victoria,Mississippi,Arkansas,20,,email,foreman@foremanar.com,Submit to Mississippi County Clerk,Manual,,Sent,,
Wilson,Mississippi,Arkansas,766,,email,dsivley@lrcounty.com,Submit to Mississippi County Clerk,Manual,,Sent,,
Mississippi County,Mississippi,Arkansas,40685,,email,dsivley@lrcounty.com,Mississippi County Clerk,Manual,,Sent,,
Brinkley,Monroe,Arkansas,2700,,email,dsivley@lrcounty.com,Submit to Monroe County Clerk,Manual,,Sent,monroeclerk@arkansasclerks.com,
Clarendon,Monroe,Arkansas,1526,,email,cityofbnvl@gmail.com,Submit to Monroe County Clerk,Manual,,Sent,,
Monroe County,Monroe,Arkansas,7641,,email,loganclerk@arkansasclerks.com,Monroe County Clerk,Manual,,Sent,,
